file,file_type,review_status,findings_count,notes
"assets/mascot/mio-xc3-nerdprofeta-running-static.png","png","BINARY",0,"Static binary asset / fixture"
"assets/mascot/mio-xc3-nerdprofeta-running.gif","gif","BINARY",0,"Static binary asset / fixture"
"assets/mascot/mio-xc3-nerdprofeta-waiting-static.png","png","BINARY",0,"Static binary asset / fixture"
"assets/mascot/mio-xc3-nerdprofeta-waiting.gif","gif","BINARY",0,"Static binary asset / fixture"
"assets/mascot/mio-xc3-nerdprofeta-waving-static.png","png","BINARY",0,"Static binary asset / fixture"
"assets/mascot/mio-xc3-nerdprofeta-waving.gif","gif","BINARY",0,"Static binary asset / fixture"
"build/icon.icns","icns","BINARY",0,"Static binary asset / fixture"
"build/icon.ico","ico","BINARY",0,"Static binary asset / fixture"
"build/icon.png","png","BINARY",0,"Static binary asset / fixture"
"config/i18n-hardcoded-baseline.json","json","REVIEWED",0,""
"config/prompt-language-audit.json","json","REVIEWED",0,""
"config/themes/amber-archive.yaml","yaml","REVIEWED",0,""
"config/themes/arctic-glass.yaml","yaml","REVIEWED",0,""
"config/themes/aurora-boreal.yaml","yaml","REVIEWED",0,""
"config/themes/basalt-noir.yaml","yaml","REVIEWED",0,""
"config/themes/catppuccin.yaml","yaml","REVIEWED",0,""
"config/themes/circuit-mint.yaml","yaml","REVIEWED",0,""
"config/themes/copper.yaml","yaml","REVIEWED",0,""
"config/themes/cotton-candy-console.yaml","yaml","REVIEWED",0,""
"config/themes/cyber-orchid.yaml","yaml","REVIEWED",0,""
"config/themes/dark.yaml","yaml","REVIEWED",0,""
"config/themes/desert-copperfield.yaml","yaml","REVIEWED",0,""
"config/themes/dracula.yaml","yaml","REVIEWED",0,""
"config/themes/dual-persona.yaml","yaml","REVIEWED",0,""
"config/themes/ember-monastery.yaml","yaml","REVIEWED",0,""
"config/themes/example.theme.yaml","yaml","REVIEWED",0,""
"config/themes/github_light.yaml","yaml","REVIEWED",0,""
"config/themes/glacial-ink.yaml","yaml","REVIEWED",0,""
"config/themes/gruvbox_dark.yaml","yaml","REVIEWED",0,""
"config/themes/harbor-fog.yaml","yaml","REVIEWED",0,""
"config/themes/light.yaml","yaml","REVIEWED",0,""
"config/themes/midnight-cobalt.yaml","yaml","REVIEWED",0,""
"config/themes/midnight-velvet.yaml","yaml","REVIEWED",0,""
"config/themes/monokai.yaml","yaml","REVIEWED",0,""
"config/themes/moss-circuit.yaml","yaml","REVIEWED",0,""
"config/themes/neon-dusk.yaml","yaml","REVIEWED",0,""
"config/themes/nord.yaml","yaml","REVIEWED",0,""
"config/themes/obsidian-bloom.yaml","yaml","REVIEWED",0,""
"config/themes/obsidian-ember.yaml","yaml","REVIEWED",0,""
"config/themes/one_dark.yaml","yaml","REVIEWED",0,""
"config/themes/polaroid-board.yaml","yaml","REVIEWED",0,""
"config/themes/porcelain-daybreak.yaml","yaml","REVIEWED",0,""
"config/themes/porcelain-sky.yaml","yaml","REVIEWED",0,""
"config/themes/rosepine.yaml","yaml","REVIEWED",0,""
"config/themes/sakura-terminal.yaml","yaml","REVIEWED",0,""
"config/themes/sandstone.yaml","yaml","REVIEWED",0,""
"config/themes/solar-ash.yaml","yaml","REVIEWED",0,""
"config/themes/solarized_dark.yaml","yaml","REVIEWED",0,""
"config/themes/solarized_light.yaml","yaml","REVIEWED",0,""
"config/themes/sweet-nightmare.yaml","yaml","REVIEWED",0,""
"config/themes/synthwave-harbor.yaml","yaml","REVIEWED",0,""
"config/themes/terminal-forest.yaml","yaml","REVIEWED",0,""
"config/themes/tokyo_night.yaml","yaml","REVIEWED",0,""
"config/themes/toxic-limewire.yaml","yaml","REVIEWED",0,""
"config/themes/ultraviolet-rain.yaml","yaml","REVIEWED",0,""
"config/themes/venice.yaml","yaml","REVIEWED",0,""
"docs/ABOUT.md","md","REVIEWED",0,""
"docs/DEVELOPMENT/BRIDGE.md","md","REVIEWED",0,""
"docs/DEVELOPMENT/BUG_HUNTING_AGENT_PROMPT.md","md","REVIEWED",0,""
"docs/DEVELOPMENT/CONFIG.md","md","REVIEWED",0,""
"docs/DEVELOPMENT/FILE_TREE.md","md","REVIEWED",0,""
"docs/DEVELOPMENT/JINA_PROVIDER.md","md","REVIEWED",0,""
"docs/DEVELOPMENT/building.md","md","REVIEWED",0,""
"docs/DEVELOPMENT/i18n-tooling.md","md","REVIEWED",0,""
"docs/DEVELOPMENT/image-model-capabilities.md","md","REVIEWED",0,""
"docs/DEVELOPMENT/macos.md","md","REVIEWED",0,""
"docs/DEVELOPMENT/performance-baselines.md","md","REVIEWED",0,""
"docs/DEVELOPMENT/platform-support.md","md","REVIEWED",0,""
"docs/DEVELOPMENT/rp-token-counting.md","md","REVIEWED",0,""
"docs/DEVELOPMENT/storage-policy.md","md","REVIEWED",0,""
"docs/DEVELOPMENT/sync-architecture.md","md","REVIEWED",0,""
"docs/DEVELOPMENT/sync-provider-interface.md","md","REVIEWED",0,""
"docs/DEVELOPMENT/sync-testing.md","md","REVIEWED",0,""
"docs/DEVELOPMENT/testing.md","md","REVIEWED",0,""
"docs/DEVELOPMENT/troubleshooting.md","md","REVIEWED",0,""
"docs/DOCS_INDEX.md","md","REVIEWED",0,""
"docs/FAQ.md","md","REVIEWED",0,""
"docs/RELEASE/SIGNED_ARTIFACT_EVIDENCE.md","md","REVIEWED",0,""
"docs/RELEASE/ST_CARD_STUDIO_MIGRATION.md","md","REVIEWED",0,""
"docs/RELEASE/release.md","md","REVIEWED",0,""
"docs/RELEASE/repository-settings.md","md","REVIEWED",0,""
"docs/RELEASE/signing-and-notarization.md","md","REVIEWED",0,""
"docs/ROADMAP.md","md","REVIEWED",0,""
"docs/architecture/data-export-format.md","md","REVIEWED",0,""
"docs/architecture/memory-isolation.md","md","REVIEWED",0,""
"docs/archives/README.md","md","REVIEWED",0,""
"docs/archives/superpowers/plans/2026-06-14-character-scene-generation.md","md","REVIEWED",0,""
"docs/archives/superpowers/plans/2026-06-16-rp-studio-chat-ui-repair.md","md","REVIEWED",0,""
"docs/archives/superpowers/plans/2026-07-11-release-readiness-work-order.md","md","REVIEWED",0,""
"docs/archives/superpowers/specs/2026-06-14-add-built-in-themes-design.md","md","REVIEWED",0,""
"docs/archives/superpowers/specs/2026-06-14-character-scene-generation-design.md","md","REVIEWED",0,""
"docs/archives/work-orders/VENICE_FORGE_CHAT_FOLDERS_MEDIA_DOCUMENTS_2026-07-19.md","md","REVIEWED",0,""
"docs/archives/work-orders/VF-CHAT-FOLDERS-MEDIA-DOCUMENTS-001-REOPENED.md","md","REVIEWED",0,""
"docs/archives/work-orders/gamora-black-bolt-power-girl.md","md","REVIEWED",0,""
"docs/audits/Records/CHANGELOG.md","md","REVIEWED",0,""
"docs/audits/Records/CHATGPT_5_6_REPOSITORY_AUDIT_2026-07-26.md","md","REVIEWED",0,""
"docs/audits/Records/CHATGPT_5_6_REPOSITORY_AUDIT_HANDOFF_2026-07-26.md","md","REVIEWED",0,""
"docs/audits/Records/Function_calling_todo.md","md","REVIEWED",0,""
"docs/audits/Records/MULTILINGUAL_PROMPT_LANGUAGE_AUDIT.md","md","REVIEWED",0,""
"docs/audits/Records/RESEARCH_PROVIDERS.md","md","REVIEWED",0,""
"docs/audits/Records/VENICE_FORGE_AGENT_HANDOFF_2026-08-31.md","md","REVIEWED",0,""
"docs/audits/Records/VENICE_FORGE_AUDIT_TODO_2026-08-31.md","md","REVIEWED",0,""
"docs/audits/Records/VENICE_FORGE_FULL_IMPLEMENTATION_AUDIT_2026-07-25.md","md","REVIEWED",0,""
"docs/audits/Records/VENICE_FORGE_FULL_IMPLEMENTATION_FINDINGS_2026-07-25.json","json","REVIEWED",0,""
"docs/audits/Records/VENICE_FORGE_MASTER_COMPLETION_WORK_ORDER_2026-07-25.md","md","REVIEWED",0,""
"docs/audits/Records/VF-I18N-REMEDIATION-FOUNDATION-2026-07-26.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge-audit-evidence-20260717-031029/EVIDENCE_MANIFEST.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Deep_Scan_2026-07-16.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Deep_Scan_2026-07-16_IMPLEMENTATION_TODO.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Deep_Scan_2026-07-16_REMEDIATION_REPORT.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Extensive_Scan_2026-07-22.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Findings_2026-07-22.json","json","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/00-repository-state.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/01-file-inventory.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/02-documentation-audit.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/03-duplicate-and-stale-artifact-audit.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/04-feature-implementation-matrix.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/05-bug-findings.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/06-api-contract-audit.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/07-security-boundary-audit.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/08-test-and-ci-audit.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/09-packaging-and-release-audit.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/10-remediation-backlog.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/11-implementation-log.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/12-final-report.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/00-scope-and-methodology.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/01-repository-state.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/02-most-recent-change-map.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/03-agent-file-audit.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/04-work-order-reconciliation.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/05-feature-status-matrix.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/06-findings.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/07-validation-results.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/08-document-and-archive-integrity.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/09-final-report.md","md","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/EVIDENCE_MANIFEST.json","json","REVIEWED",0,""
"docs/audits/Records/Venice_Forge_Video_Research_Browser_Remediation_Work_Order.md","md","REVIEWED",0,""
"docs/audits/Records/agent-repair-status-2026-06-16.yaml","yaml","REVIEWED",0,""
"docs/audits/Records/browser-reactivation-work-order.md","md","REVIEWED",0,""
"docs/audits/Records/bug-cross-reference-v2.1.0.md","md","REVIEWED",0,""
"docs/audits/Records/cross-check-T001-T030-2026-06-15.yaml","yaml","REVIEWED",0,""
"docs/audits/Records/docstrings-and-coverage-baseline.md","md","REVIEWED",0,""
"docs/audits/Records/docstrings-and-coverage-final.md","md","REVIEWED",0,""
"docs/audits/Records/document-ingestion-plan.md","md","REVIEWED",0,""
"docs/audits/Records/exhaustive-bug-hunt-2026-06-19.md","md","REVIEWED",0,""
"docs/audits/Records/exhaustive_repository_file_audit_2026-07-14.yaml","yaml","REVIEWED",0,""
"docs/audits/Records/kimi-batch-evidence-2026-06-16.yaml","yaml","REVIEWED",0,""
"docs/audits/Records/p0-closure-evidence-2026-06-16.yaml","yaml","REVIEWED",0,""
"docs/audits/Records/release_safety_gate_2026-06-19.md","md","REVIEWED",0,""
"docs/audits/Records/repository-hygiene-audit.md","md","REVIEWED",0,""
"docs/audits/Records/repository-hygiene-final-report.md","md","REVIEWED",0,""
"docs/audits/Records/security-quality-static-audit-2026-06-19.md","md","REVIEWED",0,""
"docs/audits/Records/semantic-media-classifier-decision-2026-09-01.md","md","REVIEWED",0,""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/00-EXECUTIVE-SUMMARY.md","md","REVIEWED",0,""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/01-REPOSITORY-SNAPSHOT.md","md","REVIEWED",0,""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/02-FILE-AUDIT-LEDGER.md","md","REVIEWED",0,""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/03-ARCHITECTURE-MAP.md","md","REVIEWED",0,""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/04-VENICE-SOURCE-OF-TRUTH.md","md","REVIEWED",0,""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/05-VENICE-API-CONTRACT-MATRIX.md","md","REVIEWED",0,""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/06-P0-FINDINGS.md","md","REVIEWED",0,""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/07-P1-FINDINGS.md","md","REVIEWED",0,""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/08-P2-FINDINGS.md","md","REVIEWED",0,""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/09-P3-FINDINGS.md","md","REVIEWED",0,""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/10-TEST-COVERAGE-GAPS.md","md","REVIEWED",0,""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/11-SECURITY-PRIVACY-AUDIT.md","md","REVIEWED",0,""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/12-PERFORMANCE-CONCURRENCY-AUDIT.md","md","REVIEWED",0,""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/13-CI-RELEASE-AUDIT.md","md","REVIEWED",0,""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/14-DOCUMENTATION-DRIFT.md","md","REVIEWED",0,""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/15-REMEDIATION-PLAN.md","md","REVIEWED",0,""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/16-VALIDATION-RESULTS.md","md","REVIEWED",0,""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/17-UNRESOLVED-QUESTIONS.md","md","REVIEWED",0,""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/FINDINGS.json","json","REVIEWED",0,""
"docs/audits/Records/work-orders-2026-06-15.yaml","yaml","REVIEWED",0,""
"docs/audits/repo-management/2026-08-22-exhaustive-repository-audit-plan.md","md","REVIEWED",0,""
"docs/audits/repo-management/2026-08-22-repository-hygiene-handoff.md","md","REVIEWED",0,""
"docs/audits/repo-management/README.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/CI_REVIEW.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/EXECUTIVE_SUMMARY.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/FINDINGS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/IMPROVEMENTS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/README.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/REJECTED_FINDINGS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/REMEDIATION_ORDER.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/REVIEW_COVERAGE.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/RUNTIME_TEST_RESULTS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/SECURITY_REVIEW.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/TEST_GAPS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/VALIDATION_RESULTS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/review-ledger.csv","csv","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/CI_REVIEW.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/EXECUTIVE_SUMMARY.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/FINDINGS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/HQE_FINDINGS.json","json","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/HQE_RUN_MANIFEST.json","json","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/HQE_SESSION_LOG.json","json","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/IMPROVEMENTS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/README.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/REJECTED_FINDINGS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/REMEDIATION_ORDER.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/REVIEW_COVERAGE.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/RUNTIME_TEST_RESULTS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/SECURITY_REVIEW.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/TEST_GAPS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/VALIDATION_RESULTS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/review-ledger.csv","csv","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-c6d9bed/CI_REVIEW.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-c6d9bed/EXECUTIVE_SUMMARY.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-c6d9bed/FINDINGS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-c6d9bed/IMPROVEMENTS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-c6d9bed/README.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-c6d9bed/REJECTED_FINDINGS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-c6d9bed/REMEDIATION_ORDER.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-c6d9bed/REVIEW_COVERAGE.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-c6d9bed/RUNTIME_TEST_RESULTS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-c6d9bed/SECURITY_REVIEW.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-c6d9bed/TEST_GAPS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-c6d9bed/VALIDATION_RESULTS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-c6d9bed/review-ledger.csv","csv","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-current-main/CI_REVIEW.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-current-main/EXECUTIVE_SUMMARY.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-current-main/FINDINGS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-current-main/IMPROVEMENTS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-current-main/README.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-current-main/REJECTED_FINDINGS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-current-main/REMEDIATION_ORDER.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-current-main/REMEDIATION_STATUS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-current-main/REVIEW_COVERAGE.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-current-main/RUNTIME_TEST_RESULTS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-current-main/SECURITY_REVIEW.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-current-main/TEST_GAPS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-current-main/VALIDATION_RESULTS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12-current-main/review-ledger.csv","csv","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/CI_REVIEW.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/EXECUTIVE_SUMMARY.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/FINDINGS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/IMPROVEMENTS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/README.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/REJECTED_FINDINGS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/REMEDIATION_ORDER.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/REVIEW_COVERAGE.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/RUNTIME_TEST_RESULTS.md","md","REVIEWED",0,""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/SECURITY_REVIEW.md","md","REVIEWED",0,""
