file,file_type,review_status,substantive,review_method,findings_count,notes
"docs/audits/Records/VENICE_FORGE_FULL_IMPLEMENTATION_AUDIT_2026-07-25.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/VENICE_FORGE_FULL_IMPLEMENTATION_FINDINGS_2026-07-25.json","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/VENICE_FORGE_MASTER_COMPLETION_WORK_ORDER_2026-07-25.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/VF-I18N-REMEDIATION-FOUNDATION-2026-07-26.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge-audit-evidence-20260717-031029/EVIDENCE_MANIFEST.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Deep_Scan_2026-07-16.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Deep_Scan_2026-07-16_IMPLEMENTATION_TODO.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Deep_Scan_2026-07-16_REMEDIATION_REPORT.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Extensive_Scan_2026-07-22.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Findings_2026-07-22.json","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/00-repository-state.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/01-file-inventory.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/02-documentation-audit.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/03-duplicate-and-stale-artifact-audit.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/04-feature-implementation-matrix.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/05-bug-findings.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/06-api-contract-audit.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/07-security-boundary-audit.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/08-test-and-ci-audit.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/09-packaging-and-release-audit.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/10-remediation-backlog.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/11-implementation-log.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/12-final-report.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/00-scope-and-methodology.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/01-repository-state.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/02-most-recent-change-map.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/03-agent-file-audit.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/04-work-order-reconciliation.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/05-feature-status-matrix.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/06-findings.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/07-validation-results.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/08-document-and-archive-integrity.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/09-final-report.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/EVIDENCE_MANIFEST.json","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/Venice_Forge_Video_Research_Browser_Remediation_Work_Order.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/agent-repair-status-2026-06-16.yaml","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/bug-cross-reference-v2.1.0.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/cross-check-T001-T030-2026-06-15.yaml","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/docstrings-and-coverage-baseline.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/docstrings-and-coverage-final.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/document-ingestion-plan.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/exhaustive-bug-hunt-2026-06-19.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/exhaustive_repository_file_audit_2026-07-14.yaml","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/kimi-batch-evidence-2026-06-16.yaml","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/p0-closure-evidence-2026-06-16.yaml","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/release_safety_gate_2026-06-19.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/security-quality-static-audit-2026-06-19.md","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/Records/work-orders-2026-06-15.yaml","not applicable","NOT APPLICABLE","no","historical evidence","0",""
"docs/audits/repo-management/Venice Forge — Exhaustive Repository A.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/audits/repo-management/Venice Forge — Repository Hygiene, Reo.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/design/CHARACTER_RP.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/design/DESIGN.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/design/LOADING_AND_SURFACE_CONTRACT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/design/LOREBOOKS.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/design/MEDIA_STUDIO.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/design/MEMORY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/design/PUBLIC_PROFILE_DISCOVERY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/design/REPOSITORY_TREE.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/design/SCENE_GENERATION.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/design/ST_CARD_STUDIO.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/design/THEME_SYSTEM.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/design/VENICE_UI_EXTRACTION.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/design/pastel-theme-pack-report.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/developer/CHARACTER_CARD_CODEC.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/developer/CHARACTER_CARD_MAPPINGS.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/developer/image-inspector-architecture.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/discovery/DISCOVERY_DOCUMENT_AGENT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/features/DOCUMENT_AGENT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/GLOSSARY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/TRANSLATION_GUIDE.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ar/ABOUT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ar/CONTRIBUTING.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ar/FAQ.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ar/PRIVACY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ar/README.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ar/SECURITY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ar/SUPPORT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/de/ABOUT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/de/CONTRIBUTING.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/de/FAQ.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/de/PRIVACY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/de/README.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/de/SECURITY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/de/SUPPORT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/es/ABOUT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/es/CONTRIBUTING.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/es/FAQ.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/es/PRIVACY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/es/README.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/es/SECURITY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/es/SUPPORT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/fr/ABOUT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/fr/CONTRIBUTING.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/fr/FAQ.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/fr/PRIVACY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/fr/README.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/fr/SECURITY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/fr/SUPPORT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/hi/ABOUT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/hi/CONTRIBUTING.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/hi/FAQ.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/hi/PRIVACY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/hi/README.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/hi/SECURITY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/hi/SUPPORT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/identical-value-allowlist.json","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ja/ABOUT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ja/CONTRIBUTING.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ja/FAQ.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ja/PRIVACY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ja/README.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ja/SECURITY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ja/SUPPORT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ko/ABOUT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ko/CONTRIBUTING.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ko/FAQ.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ko/PRIVACY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ko/README.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ko/SECURITY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ko/SUPPORT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/native-review-status.json","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/pt-BR/ABOUT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/pt-BR/CONTRIBUTING.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/pt-BR/FAQ.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/pt-BR/PRIVACY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/pt-BR/README.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/pt-BR/SECURITY.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/pt-BR/SUPPORT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ru/ABOUT.md","documentation","REVIEWED","yes","docs+links","0",""
"docs/i18n/ru/CONTRIBUTING.md","documentation","REVIEWED","yes","docs+links","0",""
