index,path,class,status,lines,bytes,findings,review_depth,notes
54,config/themes/gruvbox_dark.yaml,line-audit,continuation-pending,27,574,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
55,config/themes/harbor-fog.yaml,line-audit,continuation-pending,41,1246,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
56,config/themes/light.yaml,line-audit,continuation-pending,28,623,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
57,config/themes/midnight-velvet.yaml,line-audit,continuation-pending,41,1251,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
58,config/themes/monokai.yaml,line-audit,continuation-pending,27,570,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
59,config/themes/moss-circuit.yaml,line-audit,continuation-pending,41,1244,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
60,config/themes/neon-dusk.yaml,line-audit,continuation-pending,41,1242,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
61,config/themes/nord.yaml,line-audit,continuation-pending,25,513,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
62,config/themes/obsidian-bloom.yaml,line-audit,continuation-pending,41,1253,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
63,config/themes/one_dark.yaml,line-audit,continuation-pending,27,572,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
64,config/themes/porcelain-daybreak.yaml,line-audit,continuation-pending,41,1259,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
65,config/themes/rosepine.yaml,line-audit,continuation-pending,28,617,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
66,config/themes/sakura-terminal.yaml,line-audit,continuation-pending,41,1251,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
67,config/themes/solar-ash.yaml,line-audit,continuation-pending,41,1240,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
68,config/themes/solarized_dark.yaml,line-audit,continuation-pending,25,533,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
69,config/themes/solarized_light.yaml,line-audit,continuation-pending,25,535,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
70,config/themes/synthwave-harbor.yaml,line-audit,continuation-pending,41,1252,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
71,config/themes/tokyo_night.yaml,line-audit,continuation-pending,25,515,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
72,config/themes/toxic-limewire.yaml,line-audit,continuation-pending,41,1247,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
73,config/themes/ultraviolet-rain.yaml,line-audit,continuation-pending,41,1252,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
74,config/themes/venice.yaml,line-audit,continuation-pending,28,627,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
75,CONTRIBUTING.md,line-audit,continuation-pending,139,5332,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
76,DESIGN.md,line-audit,continuation-pending,173,4641,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
77,docs/ABOUT.md,line-audit,continuation-pending,173,13961,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
78,docs/archives/README.md,line-audit,continuation-pending,8,565,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
79,docs/audits/agent-repair-status-2026-06-16.yaml,line-audit,continuation-pending,666,44157,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
80,docs/audits/bug-cross-reference-v2.1.0.md,line-audit,continuation-pending,69,6442,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
81,docs/audits/CHANGELOG.md,line-audit,continuation-pending,645,146397,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
82,docs/audits/cross-check-T001-T030-2026-06-15.yaml,line-audit,continuation-pending,490,19424,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
83,docs/audits/docstrings-and-coverage-baseline.md,line-audit,continuation-pending,33,1362,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
84,docs/audits/docstrings-and-coverage-final.md,line-audit,continuation-pending,51,2991,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
85,docs/audits/document-ingestion-plan.md,line-audit,continuation-pending,67,2183,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
86,docs/audits/exhaustive-bug-hunt-2026-06-19.md,line-audit,continuation-pending,279,14974,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
87,docs/audits/kimi-batch-evidence-2026-06-16.yaml,line-audit,continuation-pending,165,8696,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
88,docs/audits/p0-closure-evidence-2026-06-16.yaml,line-audit,continuation-pending,113,4543,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
89,docs/audits/release_safety_gate_2026-06-19.md,line-audit,continuation-pending,88,7186,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
90,docs/audits/RESEARCH_PROVIDERS.md,line-audit,continuation-pending,98,7313,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
91,docs/audits/security-quality-static-audit-2026-06-19.md,line-audit,continuation-pending,51,2790,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
92,docs/audits/work-orders-2026-06-15.yaml,line-audit,continuation-pending,34,2098,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
93,docs/backup-and-sync.md,line-audit,continuation-pending,69,4684,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
94,docs/BUG_HUNTING_AGENT_PROMPT.md,line-audit,continuation-pending,837,34992,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
95,docs/chat-model-selection.md,line-audit,continuation-pending,7,835,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
96,docs/data-export-format.md,line-audit,continuation-pending,89,3562,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
97,docs/design/CHARACTER_RP.md,line-audit,continuation-pending,152,13104,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
98,docs/design/LOREBOOKS.md,line-audit,continuation-pending,79,4367,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
99,docs/design/MEDIA_STUDIO.md,line-audit,continuation-pending,386,20398,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
100,docs/design/MEMORY.md,line-audit,continuation-pending,68,3971,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
101,docs/design/PUBLIC_PROFILE_DISCOVERY.md,line-audit,continuation-pending,93,3851,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
102,docs/design/REPOSITORY_TREE.md,line-audit,continuation-pending,336,26329,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
103,docs/design/SCENE_GENERATION.md,line-audit,continuation-pending,106,5377,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
104,docs/design/THEME_SYSTEM.md,line-audit,continuation-pending,457,28131,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
105,docs/design/VENICE_UI_EXTRACTION.md,line-audit,continuation-pending,42,2845,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
106,docs/DEVELOPMENT/BRIDGE.md,line-audit,continuation-pending,117,4348,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
107,docs/DEVELOPMENT/building.md,line-audit,continuation-pending,69,1997,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
108,docs/DEVELOPMENT/CONFIG.md,line-audit,continuation-pending,323,13015,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
109,docs/DEVELOPMENT/JINA_PROVIDER.md,line-audit,continuation-pending,91,3643,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
110,docs/DEVELOPMENT/macos.md,line-audit,continuation-pending,53,2019,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
111,docs/DEVELOPMENT/platform-support.md,line-audit,continuation-pending,18,1632,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
112,docs/DEVELOPMENT/research-browser.md,line-audit,continuation-pending,96,7298,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
113,docs/DEVELOPMENT/storage-policy.md,line-audit,continuation-pending,35,1513,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
114,docs/DEVELOPMENT/troubleshooting.md,line-audit,continuation-pending,106,6992,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
115,docs/DOCS_INDEX.md,line-audit,audited,111,7521,1,deep,Source-backed review and/or validation performed.
116,docs/FAQ.md,line-audit,continuation-pending,236,13276,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
117,docs/FILE_TREE.md,line-audit,continuation-pending,436,20597,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
118,docs/legal/DISCLAIMER.md,line-audit,continuation-pending,15,1089,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
119,docs/legal/NOTICE.md,line-audit,continuation-pending,9,714,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
120,docs/legal/PRIVACY.md,line-audit,continuation-pending,115,5969,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
121,docs/legal/THIRD_PARTY_NOTICES.md,line-audit,continuation-pending,22,1156,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
122,docs/legal/TRADEMARKS.md,line-audit,continuation-pending,20,1418,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
123,docs/memory-isolation.md,line-audit,continuation-pending,7,855,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
124,docs/reference/Venice_api_LLM_info.md,line-audit,continuation-pending,187,18440,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
125,docs/reference/Venice_swagger_api.yaml,structured-audit,continuation-pending,14934,568689,0,automated-structure-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
126,docs/RELEASE/release.md,line-audit,continuation-pending,256,14582,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
127,docs/RELEASE/repository-settings.md,line-audit,continuation-pending,41,1775,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
128,docs/RELEASE/SIGNED_ARTIFACT_EVIDENCE.md,line-audit,continuation-pending,36,1416,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
129,docs/RELEASE/signing-and-notarization.md,line-audit,continuation-pending,29,2102,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
130,docs/reports/CANONICAL_REPORT_INDEX.md,line-audit,continuation-pending,33,2845,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
131,docs/reports/historical/audit_report.yaml,line-audit,continuation-pending,1901,101726,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
132,docs/reports/historical/AUDIT-006-021_VALIDATION_REPORT.md,line-audit,continuation-pending,307,19301,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
133,docs/reports/historical/audit-validation-report-022-051.md,line-audit,continuation-pending,464,21632,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
134,docs/reports/historical/BUG_HUNT_SUMMARY.md,line-audit,continuation-pending,792,38376,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
135,docs/reports/historical/BUG_HUNTING_AGENT_PROMPT.md,line-audit,continuation-pending,1579,36199,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
136,docs/reports/historical/final-massive-bug-hunt-with-proof.md,line-audit,continuation-pending,251,29998,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
137,docs/reports/historical/ROUND2_POST_FIX_BUG_HUNT_WITH_PROOF.md,line-audit,continuation-pending,120,7573,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
138,docs/reports/historical/VALIDATION_REPORT_AUDIT_001_080.md,line-audit,continuation-pending,1835,64618,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
139,docs/reports/historical/VENICE_UI_PARITY_REFERENCE.md,line-audit,continuation-pending,78,4260,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
140,docs/reports/README.md,line-audit,continuation-pending,26,836,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
141,docs/ROADMAP.md,line-audit,audited,170,15884,1,deep,Source-backed review and/or validation performed.
142,docs/rp-token-counting.md,line-audit,continuation-pending,7,872,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
143,docs/security-model.md,line-audit,continuation-pending,9,1090,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
144,docs/summary_of_work.md,line-audit,audited,973,131357,1,deep,Source-backed review and/or validation performed.
145,docs/superpowers/plans/2026-06-14-character-scene-generation.md,line-audit,continuation-pending,902,32917,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
146,docs/superpowers/plans/2026-06-16-rp-studio-chat-ui-repair.md,line-audit,continuation-pending,210,11348,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
147,docs/superpowers/plans/2026-07-11-release-readiness-work-order.md,line-audit,continuation-pending,1498,49877,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
148,docs/superpowers/specs/2026-06-14-add-built-in-themes-design.md,line-audit,continuation-pending,75,2925,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
149,docs/superpowers/specs/2026-06-14-character-scene-generation-design.md,line-audit,continuation-pending,212,7219,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
150,docs/SUPPORT.md,line-audit,continuation-pending,29,1118,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
151,docs/sync-threat-model.md,line-audit,continuation-pending,16,1130,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
152,electron-builder.config.cjs,line-audit,audited,138,4147,0,deep,Source-backed review and/or validation performed.
153,electron/ipc/configHandlers.test.ts,line-audit,continuation-pending,41,1163,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
154,electron/ipc/configHandlers.ts,line-audit,continuation-pending,118,3669,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
155,electron/ipc/handlers.test.ts,line-audit,continuation-pending,1265,53098,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
156,electron/ipc/handlers.ts,line-audit,continuation-pending,4,222,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
157,electron/ipc/handlers/apiKeyHandlers.ts,line-audit,continuation-pending,372,13484,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
158,electron/ipc/handlers/backgroundTaskHandlers.test.ts,line-audit,continuation-pending,176,6877,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
159,electron/ipc/handlers/backgroundTaskHandlers.ts,line-audit,continuation-pending,180,6329,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
160,electron/ipc/handlers/common.ts,line-audit,audited,26,829,1,deep,Source-backed review and/or validation performed.
161,electron/ipc/handlers/fileHandlers.ts,line-audit,continuation-pending,445,18433,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
162,electron/ipc/handlers/index.ts,line-audit,continuation-pending,51,2103,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
163,electron/ipc/handlers/jinaHandlers.ts,line-audit,continuation-pending,218,8187,0,automated-inventory-and-pattern-scan,Inventoried and automatically scanned; exhaustive semantic line audit not claimed in this run.
164,electron/ipc/handlers/syncHandlers.ts,line-audit,audited,169,7766,3,deep,Source-backed review and/or validation performed.
