path,status,notes
"docs/audits/Records/VENICE_FORGE_FULL_IMPLEMENTATION_FINDINGS_2026-07-25.json","SCANNED",""
"docs/audits/Records/VENICE_FORGE_MASTER_COMPLETION_WORK_ORDER_2026-07-25.md","SCANNED",""
"docs/audits/Records/VF-I18N-REMEDIATION-FOUNDATION-2026-07-26.md","SCANNED",""
"docs/audits/Records/Venice_Forge-audit-evidence-20260717-031029/EVIDENCE_MANIFEST.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Deep_Scan_2026-07-16.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Deep_Scan_2026-07-16_IMPLEMENTATION_TODO.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Deep_Scan_2026-07-16_REMEDIATION_REPORT.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Extensive_Scan_2026-07-22.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Findings_2026-07-22.json","SCANNED",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/00-repository-state.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/01-file-inventory.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/02-documentation-audit.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/03-duplicate-and-stale-artifact-audit.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/04-feature-implementation-matrix.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/05-bug-findings.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/06-api-contract-audit.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/07-security-boundary-audit.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/08-test-and-ci-audit.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/09-packaging-and-release-audit.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/10-remediation-backlog.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/11-implementation-log.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Full_Repository_Audit_2026-07-18/12-final-report.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/00-scope-and-methodology.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/01-repository-state.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/02-most-recent-change-map.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/03-agent-file-audit.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/04-work-order-reconciliation.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/05-feature-status-matrix.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/06-findings.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/07-validation-results.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/08-document-and-archive-integrity.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/09-final-report.md","SCANNED",""
"docs/audits/Records/Venice_Forge_Most_Recent_Change_Audit_2026-07-20/EVIDENCE_MANIFEST.json","SCANNED",""
"docs/audits/Records/Venice_Forge_Video_Research_Browser_Remediation_Work_Order.md","SCANNED",""
"docs/audits/Records/agent-repair-status-2026-06-16.yaml","SCANNED",""
"docs/audits/Records/browser-reactivation-work-order.md","SCANNED",""
"docs/audits/Records/bug-cross-reference-v2.1.0.md","SCANNED",""
"docs/audits/Records/cross-check-T001-T030-2026-06-15.yaml","SCANNED",""
"docs/audits/Records/docstrings-and-coverage-baseline.md","SCANNED",""
"docs/audits/Records/docstrings-and-coverage-final.md","SCANNED",""
"docs/audits/Records/document-ingestion-plan.md","SCANNED",""
"docs/audits/Records/exhaustive-bug-hunt-2026-06-19.md","SCANNED",""
"docs/audits/Records/exhaustive_repository_file_audit_2026-07-14.yaml","SCANNED",""
"docs/audits/Records/kimi-batch-evidence-2026-06-16.yaml","SCANNED",""
"docs/audits/Records/p0-closure-evidence-2026-06-16.yaml","SCANNED",""
"docs/audits/Records/release_safety_gate_2026-06-19.md","SCANNED",""
"docs/audits/Records/repository-hygiene-audit.md","SCANNED",""
"docs/audits/Records/repository-hygiene-final-report.md","SCANNED",""
"docs/audits/Records/security-quality-static-audit-2026-06-19.md","SCANNED",""
"docs/audits/Records/semantic-media-classifier-decision-2026-09-01.md","SCANNED",""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/00-EXECUTIVE-SUMMARY.md","SCANNED",""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/01-REPOSITORY-SNAPSHOT.md","SCANNED",""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/02-FILE-AUDIT-LEDGER.md","SCANNED",""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/03-ARCHITECTURE-MAP.md","SCANNED",""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/04-VENICE-SOURCE-OF-TRUTH.md","SCANNED",""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/05-VENICE-API-CONTRACT-MATRIX.md","SCANNED",""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/06-P0-FINDINGS.md","SCANNED",""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/07-P1-FINDINGS.md","SCANNED",""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/08-P2-FINDINGS.md","SCANNED",""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/09-P3-FINDINGS.md","SCANNED",""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/10-TEST-COVERAGE-GAPS.md","SCANNED",""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/11-SECURITY-PRIVACY-AUDIT.md","SCANNED",""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/12-PERFORMANCE-CONCURRENCY-AUDIT.md","SCANNED",""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/13-CI-RELEASE-AUDIT.md","SCANNED",""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/14-DOCUMENTATION-DRIFT.md","SCANNED",""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/15-REMEDIATION-PLAN.md","SCANNED",""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/16-VALIDATION-RESULTS.md","SCANNED",""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/17-UNRESOLVED-QUESTIONS.md","SCANNED",""
"docs/audits/Records/venice-forge-exhaustive-audit-2026-08-15/FINDINGS.json","SCANNED",""
"docs/audits/Records/work-orders-2026-06-15.yaml","SCANNED",""
"docs/audits/repo-management/2026-08-22-exhaustive-repository-audit-plan.md","SCANNED",""
"docs/audits/repo-management/2026-08-22-repository-hygiene-handoff.md","SCANNED",""
"docs/audits/repo-management/README.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/CI_REVIEW.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/EXECUTIVE_SUMMARY.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/FINDINGS.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/IMPROVEMENTS.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/README.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/REJECTED_FINDINGS.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/REMEDIATION_ORDER.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/REVIEW_COVERAGE.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/RUNTIME_TEST_RESULTS.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/SECURITY_REVIEW.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/TEST_GAPS.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/VALIDATION_RESULTS.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-10/review-ledger.csv","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/CI_REVIEW.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/EXECUTIVE_SUMMARY.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/FINDINGS.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/HQE_FINDINGS.json","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/HQE_RUN_MANIFEST.json","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/HQE_SESSION_LOG.json","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/IMPROVEMENTS.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/README.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/REJECTED_FINDINGS.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/REMEDIATION_ORDER.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/REVIEW_COVERAGE.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/RUNTIME_TEST_RESULTS.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/SECURITY_REVIEW.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/TEST_GAPS.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/VALIDATION_RESULTS.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-11/review-ledger.csv","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/CI_REVIEW.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/EXECUTIVE_SUMMARY.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/FINDINGS.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/IMPROVEMENTS.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/README.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/REJECTED_FINDINGS.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/REMEDIATION_ORDER.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/REVIEW_COVERAGE.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/RUNTIME_TEST_RESULTS.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/SECURITY_REVIEW.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/TEST_GAPS.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/VALIDATION_RESULTS.md","SCANNED",""
"docs/audits/venice-forge-exhaustive-audit-2026-09-12/review-ledger.csv","SCANNED",""
"docs/design/CHARACTER_RP.md","SCANNED",""
"docs/design/DESIGN.md","SCANNED",""
"docs/design/LOADING_AND_SURFACE_CONTRACT.md","SCANNED",""
"docs/design/LOREBOOKS.md","SCANNED",""
"docs/design/MEDIA_STUDIO.md","SCANNED",""
"docs/design/MEMORY.md","SCANNED",""
"docs/design/PUBLIC_PROFILE_DISCOVERY.md","SCANNED",""
"docs/design/REPOSITORY_TREE.md","SCANNED",""
"docs/design/SCENE_GENERATION.md","SCANNED",""
"docs/design/ST_CARD_STUDIO.md","SCANNED",""
"docs/design/THEME_SYSTEM.md","SCANNED",""
"docs/design/VENICE_UI_EXTRACTION.md","SCANNED",""
"docs/design/pastel-theme-pack-report.md","SCANNED",""
"docs/developer/CHARACTER_CARD_CODEC.md","SCANNED",""
"docs/developer/CHARACTER_CARD_MAPPINGS.md","SCANNED",""
"docs/developer/image-inspector-architecture.md","SCANNED",""
"docs/discovery/DISCOVERY_DOCUMENT_AGENT.md","SCANNED",""
"docs/features/DOCUMENT_AGENT.md","SCANNED",""
"docs/i18n/GLOSSARY.md","SCANNED",""
"docs/i18n/TRANSLATION_GUIDE.md","SCANNED",""
"docs/i18n/ar/ABOUT.md","SCANNED",""
"docs/i18n/ar/CONTRIBUTING.md","SCANNED",""
"docs/i18n/ar/FAQ.md","SCANNED",""
"docs/i18n/ar/PRIVACY.md","SCANNED",""
"docs/i18n/ar/README.md","SCANNED",""
"docs/i18n/ar/SECURITY.md","SCANNED",""
"docs/i18n/ar/SUPPORT.md","SCANNED",""
"docs/i18n/de/ABOUT.md","SCANNED",""
"docs/i18n/de/CONTRIBUTING.md","SCANNED",""
"docs/i18n/de/FAQ.md","SCANNED",""
"docs/i18n/de/PRIVACY.md","SCANNED",""
"docs/i18n/de/README.md","SCANNED",""
"docs/i18n/de/SECURITY.md","SCANNED",""
"docs/i18n/de/SUPPORT.md","SCANNED",""
"docs/i18n/es/ABOUT.md","SCANNED",""
"docs/i18n/es/CONTRIBUTING.md","SCANNED",""
"docs/i18n/es/FAQ.md","SCANNED",""
"docs/i18n/es/PRIVACY.md","SCANNED",""
"docs/i18n/es/README.md","SCANNED",""
"docs/i18n/es/SECURITY.md","SCANNED",""
"docs/i18n/es/SUPPORT.md","SCANNED",""
"docs/i18n/fr/ABOUT.md","SCANNED",""
"docs/i18n/fr/CONTRIBUTING.md","SCANNED",""
"docs/i18n/fr/FAQ.md","SCANNED",""
"docs/i18n/fr/PRIVACY.md","SCANNED",""
"docs/i18n/fr/README.md","SCANNED",""
"docs/i18n/fr/SECURITY.md","SCANNED",""
"docs/i18n/fr/SUPPORT.md","SCANNED",""
"docs/i18n/hi/ABOUT.md","SCANNED",""
"docs/i18n/hi/CONTRIBUTING.md","SCANNED",""
"docs/i18n/hi/FAQ.md","SCANNED",""
"docs/i18n/hi/PRIVACY.md","SCANNED",""
"docs/i18n/hi/README.md","SCANNED",""
"docs/i18n/hi/SECURITY.md","SCANNED",""
"docs/i18n/hi/SUPPORT.md","SCANNED",""
"docs/i18n/identical-value-allowlist.json","SCANNED",""
"docs/i18n/ja/ABOUT.md","SCANNED",""
"docs/i18n/ja/CONTRIBUTING.md","SCANNED",""
"docs/i18n/ja/FAQ.md","SCANNED",""
"docs/i18n/ja/PRIVACY.md","SCANNED",""
"docs/i18n/ja/README.md","SCANNED",""
"docs/i18n/ja/SECURITY.md","SCANNED",""
"docs/i18n/ja/SUPPORT.md","SCANNED",""
"docs/i18n/ko/ABOUT.md","SCANNED",""
"docs/i18n/ko/CONTRIBUTING.md","SCANNED",""
"docs/i18n/ko/FAQ.md","SCANNED",""
"docs/i18n/ko/PRIVACY.md","SCANNED",""
"docs/i18n/ko/README.md","SCANNED",""
"docs/i18n/ko/SECURITY.md","SCANNED",""
"docs/i18n/ko/SUPPORT.md","SCANNED",""
"docs/i18n/native-review-status.json","SCANNED",""
"docs/i18n/pt-BR/ABOUT.md","SCANNED",""
"docs/i18n/pt-BR/CONTRIBUTING.md","SCANNED",""
"docs/i18n/pt-BR/FAQ.md","SCANNED",""
"docs/i18n/pt-BR/PRIVACY.md","SCANNED",""
"docs/i18n/pt-BR/README.md","SCANNED",""
"docs/i18n/pt-BR/SECURITY.md","SCANNED",""
"docs/i18n/pt-BR/SUPPORT.md","SCANNED",""
"docs/i18n/ru/ABOUT.md","SCANNED",""
"docs/i18n/ru/CONTRIBUTING.md","SCANNED",""
"docs/i18n/ru/FAQ.md","SCANNED",""
"docs/i18n/ru/PRIVACY.md","SCANNED",""
"docs/i18n/ru/README.md","SCANNED",""
"docs/i18n/ru/SECURITY.md","SCANNED",""
"docs/i18n/ru/SUPPORT.md","SCANNED",""
"docs/i18n/sv-SE/ABOUT.md","SCANNED",""
"docs/i18n/sv-SE/CONTRIBUTING.md","SCANNED",""
"docs/i18n/sv-SE/FAQ.md","SCANNED",""
"docs/i18n/sv-SE/PRIVACY.md","SCANNED",""
"docs/i18n/sv-SE/README.md","SCANNED",""
"docs/i18n/sv-SE/SECURITY.md","SCANNED",""
"docs/i18n/sv-SE/SUPPORT.md","SCANNED",""
"docs/i18n/translation-status.json","SCANNED",""
"docs/i18n/zh-CN/ABOUT.md","SCANNED",""
"docs/i18n/zh-CN/CONTRIBUTING.md","SCANNED",""
"docs/i18n/zh-CN/FAQ.md","SCANNED",""
"docs/i18n/zh-CN/PRIVACY.md","SCANNED",""
"docs/i18n/zh-CN/README.md","SCANNED",""
"docs/i18n/zh-CN/SECURITY.md","SCANNED",""
"docs/i18n/zh-CN/SUPPORT.md","SCANNED",""
"docs/implementation/document-agent-implementation-report.md","SCANNED",""
"docs/legal/DISCLAIMER.md","SCANNED",""
"docs/legal/NOTICE.md","SCANNED",""
"docs/legal/PRIVACY.md","SCANNED",""
"docs/legal/THIRD_PARTY_NOTICES.md","SCANNED",""
"docs/legal/TRADEMARKS.md","SCANNED",""
"docs/reference/CHARACTER_CARD_V2_COMPATIBILITY.md","SCANNED",""
"docs/reference/VENICE_API_SOURCE_MANIFEST.md","SCANNED",""
"docs/reference/VENICE_API_SYSTEM_PROMPT.md","SCANNED",""
"docs/reference/Venice_api_LLM_info.md","SCANNED",""
"docs/reference/Venice_swagger_api.yaml","SCANNED",""
